player_name,player_id,current_team,position,candidate_type,expected_salary,salary_source,source_note
Mark Williams,1631109,PHX,,trade_target,6276531.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Marvin Bagley III,1628963,DAL,,trade_target,2296274.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Matas Buzelis,1641824,CHI,,trade_target,5455560.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Max Christie,1631108,DAL,,trade_target,7714286.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Maxime Raynaud,1642875,SAC,,trade_target,1272870.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Michael Porter Jr.,1629008,BKN,,trade_target,38333050.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Mikal Bridges,1628969,NYK,,trade_target,24900000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Miles Bridges,1628970,CHA,,trade_target,25000000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Miles McBride,1630540,NYK,,trade_target,4333333.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Mitchell Robinson,1629011,NYK,,trade_target,12954546.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Moses Moody,1630541,GSW,,trade_target,11574075.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Mouhamed Gueye,1631243,ATL,,trade_target,2221677.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Moussa Diabaté,1631217,CHA,,trade_target,2270735.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Myles Turner,1626167,MIL,,trade_target,25318251.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Nae'Qwan Tomlin,1641772,CLE,,trade_target,718150.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Naji Marshall,1630230,DAL,,trade_target,9000000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Naz Reid,1629675,MIN,,trade_target,21551724.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Neemias Queta,1629674,BOS,,trade_target,2349578.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Nic Claxton,1629651,BKN,,trade_target,25352272.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Nickeil Alexander-Walker,1629638,ATL,,trade_target,15161800.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Nicolas Batum,201587,LAC,,trade_target,5601600.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Nikola Jokić,203999,DEN,,trade_target,55224526.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Nikola Vučević,202696,BOS,,trade_target,21481481.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Nique Clifford,1642363,SAC,,trade_target,3108120.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Noah Clowney,1641730,BKN,,trade_target,3398640.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Nolan Traore,1642849,BKN,,trade_target,3811560.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Norman Powell,1626181,MIA,,trade_target,20482758.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
OG Anunoby,1628384,NYK,,trade_target,39568966.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Onyeka Okongwu,1630168,ATL,,trade_target,15000000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Oso Ighodaro,1642345,PHX,,trade_target,1955377.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Ousmane Dieng,1631172,MIL,,trade_target,6670882.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
P.J. Washington,1629023,DAL,,trade_target,14152174.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Paolo Banchero,1631094,ORL,,trade_target,15334769.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Pascal Siakam,1627783,IND,,trade_target,45550512.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Pat Spencer,1630311,GSW,,trade_target,857804.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Patrick Williams,1630172,CHI,,trade_target,18000000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Payton Pritchard,1630202,BOS,,trade_target,7232143.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Pelle Larsson,1641796,MIA,,trade_target,1955377.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Peyton Watson,1631212,DEN,,trade_target,4356476.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Precious Achiuwa,1630173,SAC,,trade_target,2111516.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Quinten Post,1642366,GSW,,trade_target,1955377.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
RJ Barrett,1629628,TOR,,trade_target,27705357.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Rayan Rupert,1641712,MEM,,trade_target,2353647.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Reed Sheppard,1642263,HOU,,trade_target,10603560.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Robert Williams III,1629057,POR,,manual_watchlist,,missing,"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). No salary matched online - add a real value manually."
Ronald Holland II,1641842,DET,,manual_watchlist,,missing,"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). No salary matched online - add a real value manually."
Royce O'Neale,1626220,PHX,,trade_target,10125000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Rudy Gobert,203497,MIN,,trade_target,35000000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Rui Hachimura,1629060,LAL,,trade_target,18259259.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Russell Westbrook,201566,SAC,,trade_target,2296274.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Ryan Dunn,1642346,PHX,,trade_target,2657760.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Ryan Kalkbrenner,1641750,CHA,,trade_target,2296274.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Ryan Nembhard,1642948,DAL,,manual_watchlist,,missing,"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). No salary matched online - add a real value manually."
Ryan Rollins,1631157,MIL,,trade_target,4000000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Saddiq Bey,1630180,NOP,,trade_target,6118644.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Sam Hauser,1630573,BOS,,trade_target,10044644.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Sam Merrill,1630241,CLE,,trade_target,8482144.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Sandro Mamukelashvili,1630572,TOR,,trade_target,2461463.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Santi Aldama,1630583,MEM,,trade_target,18485916.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Scottie Barnes,1630567,TOR,,trade_target,38661750.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Shaedon Sharpe,1631101,POR,,trade_target,8399983.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Shai Gilgeous-Alexander,1628983,OKC,,trade_target,38333050.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Sidy Cissoko,1631321,POR,,trade_target,686243.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Simone Fontecchio,1631323,MIA,,trade_target,8307692.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Sion James,1642883,CHA,,trade_target,2296274.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Spencer Jones,1642461,DEN,,trade_target,623967.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Stephen Curry,201939,GSW,,trade_target,59606817.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Stephon Castle,1642264,SAS,,trade_target,9560520.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Svi Mykhailiuk,1629004,UTA,,trade_target,3675000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Tari Eason,1631106,HOU,,trade_target,5675766.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Taylor Hendricks,1641707,MEM,,trade_target,6127080.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Terance Mann,1629611,BKN,,trade_target,15500000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Tim Hardaway Jr.,203501,DEN,,trade_target,2296274.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Tobias Harris,202699,DET,,trade_target,26634146.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Toumani Camara,1641739,POR,,trade_target,2221677.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Tre Johnson,1642848,WAS,,trade_target,8237640.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Tre Jones,1630200,CHI,,trade_target,8000000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Trey Murphy III,1630530,NOP,,trade_target,25000000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Tristan da Silva,1641783,ORL,,trade_target,3809520.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Tyler Herro,1629639,MIA,,trade_target,31000000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Victor Wembanyama,1641705,SAS,,trade_target,13376880.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Vít Krejčí,1630249,POR,,trade_target,2349578.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Walter Clayton Jr.,1642383,MEM,,manual_watchlist,,missing,"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). No salary matched online - add a real value manually."
Wendell Carter Jr.,1628976,ORL,,trade_target,10850000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Will Richard,1642954,GSW,,trade_target,1272870.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Will Riley,1642860,WAS,,trade_target,3512520.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Yves Missi,1642274,NOP,,trade_target,3353040.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Zaccharie Risacher,1642258,ATL,,trade_target,13197720.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Zach LaVine,203897,SAC,,trade_target,47499660.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Ziaire Williams,1630533,BKN,,trade_target,6250000.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
Zion Williamson,1629627,NOP,,trade_target,39446090.0,Basketball-Reference contracts (https://www.basketball-reference.com/contracts/players.html) (pulled 2026-06-24),"Pool: real nba_api rotation players (latest season, >= 1000 min, excluding PHI). Salary matched from Basketball-Reference contracts."
